EDM_id;EDM_Region;EDM_DS;EDM_commune;EDM_FS;EGRATUITE_id;EGRATUITE_Region;EGRATUITE_DS;EGRATUITE_commune;EGRATUITE_FS;EQUALITE_id;EQUALITE_Region;EQUALITE_DS;EQUALITE_commune;EQUALITE_FS
mNDWrjbSvmE;Boucle du Mouhoun;DS Dedougou;Safane;CSPS Pakolé;qFnjTkBLL1K;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE SAFANE ;CSPS PAKOLE ;mNDWrjbSvmE;Boucle du Mouhoun;DS Dedougou;Safane;CSPS Pakolé
DhWgycBbEay;Boucle du Mouhoun;DS Dedougou;Safane;CSPS Sin;yXDsmzA4vyp;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE SAFANE ;CSPS SIN ;DhWgycBbEay;Boucle du Mouhoun;DS Dedougou;Safane;CSPS Sin
jB476CPCG2A;Boucle du Mouhoun;DS Dedougou;Safane;CSPS Siralo;PGtGCqyETJx;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE SAFANE ;CSPS SIRALO ;jB476CPCG2A;Boucle du Mouhoun;DS Dedougou;Safane;CSPS Siralo
M8c70viEXgF;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Bissanderou;pgh2fnaNfRq;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE TCHERIBA ;CSPS BISSANDEROU ;M8c70viEXgF;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Bissanderou
T88Lqkn40FK;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Kari (Tchériba);G0XctUQMVbA;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE TCHERIBA ;CSPS KARI (TCHERIBA) ;T88Lqkn40FK;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Kari (Tchériba)
EudTfUJd213;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Oualou;ZSFSNz7l8JU;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE TCHERIBA ;CSPS OUALOU ;EudTfUJd213;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Oualou
rYtZT3fZo3i;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Tcheriba;N5JjSpap6Jc;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE TCHERIBA ;CSPS TCHERIBA ;rYtZT3fZo3i;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Tcheriba
ZoKFoQybOCR;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Tierkou;Z5zlhfX5QKL;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE TCHERIBA ;CSPS TIERKOU ;ZoKFoQybOCR;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Tierkou
qvAvYqP13HZ;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Tikan;GvEn0sRxkPd;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE TCHERIBA ;CSPS TIKAN ;qvAvYqP13HZ;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Tikan
wxLB6jcLZk1;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Tisse;XDqg1ae1EhV;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE TCHERIBA ;CSPS TISSE ;wxLB6jcLZk1;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Tisse
D9VdDDx6mEY;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Ziekuy;ioHcCecPvjO;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE TCHERIBA ;CSPS ZEKUY ;D9VdDDx6mEY;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Ziekuy
ZJyFYEh2vXe;Boucle du Mouhoun;DS Nouna;Barani;CSPS Barani;Lpf5yKKTqQM;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BARANI ;CSPS BARANI ;ZJyFYEh2vXe;Boucle du Mouhoun;DS Nouna;Barani;CSPS Barani
y2qwbH5KgAy;Boucle du Mouhoun;DS Nouna;Barani;CSPS Berma;YbZjTXADUCb;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BARANI ;CSPS BERMA ;y2qwbH5KgAy;Boucle du Mouhoun;DS Nouna;Barani;CSPS Berma
T7c8tMdCftk;Boucle du Mouhoun;DS Nouna;Barani;CSPS Douré;rScaMyCZXe3;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BARANI ;CSPS DOURE DS NOUNA ;T7c8tMdCftk;Boucle du Mouhoun;DS Nouna;Barani;CSPS Douré
FH8wKsBoVDI;Boucle du Mouhoun;DS Nouna;Barani;CSPS Koroni;YSIaoJl5SEn;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BARANI ;CSPS KORONI ;FH8wKsBoVDI;Boucle du Mouhoun;DS Nouna;Barani;CSPS Koroni
zt3FA5tBOjp;Boucle du Mouhoun;DS Nouna;Barani;CSPS Koulerou;HtIt6Z9wP2y;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BARANI ;CSPS KOULEROU ;zt3FA5tBOjp;Boucle du Mouhoun;DS Nouna;Barani;CSPS Koulerou
CBOnEwmV7zZ;Boucle du Mouhoun;DS Nouna;Barani;CSPS Médougou;vqrzntbklDz;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BARANI ;CSPS MEDOUGOU ;CBOnEwmV7zZ;Boucle du Mouhoun;DS Nouna;Barani;CSPS Médougou
m8QTGrVZHEF;Boucle du Mouhoun;DS Nouna;Barani;CSPS Nienanou;EoT82Z8HtlT;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BARANI ;CSPS NIENANOU ;m8QTGrVZHEF;Boucle du Mouhoun;DS Nouna;Barani;CSPS Nienanou
MYQ8csEOmK3;Boucle du Mouhoun;DS Nouna;Barani;CSPS Sokoura;S8Afz7oG8PV;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BARANI ;CSPS SOKOURA ;MYQ8csEOmK3;Boucle du Mouhoun;DS Nouna;Barani;CSPS Sokoura
Chb1ip8eKjH;Boucle du Mouhoun;DS Nouna;Barani;CSPS Werebere;jINNosRMjvr;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BARANI ;CSPS WEREBERE ;Chb1ip8eKjH;Boucle du Mouhoun;DS Nouna;Barani;CSPS Werebere
CZS6xtTKJqI;Boucle du Mouhoun;DS Nouna;Bomborokuy;CM Bomborokuy;mrxaaOkLxn9;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BOMBOROKUY ;CM BOMBOROKUY ;CZS6xtTKJqI;Boucle du Mouhoun;DS Nouna;Bomborokuy;CM Bomborokuy
FnHW5AV761w;Boucle du Mouhoun;DS Nouna;Bomborokuy;csps Borekuy;fFGyZmRAVYn;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BOMBOROKUY ;CSPS BOREKUY ;FnHW5AV761w;Boucle du Mouhoun;DS Nouna;Bomborokuy;csps Borekuy
wc3DuAdQFsH;Boucle du Mouhoun;DS Nouna;Bomborokuy;CSPS Yevedougou;HdGlWaLydxL;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BOMBOROKUY ;CSPS YEVEDOUGOU ;wc3DuAdQFsH;Boucle du Mouhoun;DS Nouna;Bomborokuy;CSPS Yevedougou
AmlSUfPtn9p;Boucle du Mouhoun;DS Nouna;Bourasso;CSPS Bourasso;nPlPjsDjPj3;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BOURASSO ;CSPS BOURASSO ;AmlSUfPtn9p;Boucle du Mouhoun;DS Nouna;Bourasso;CSPS Bourasso
acQHtyMGfoH;Boucle du Mouhoun;DS Nouna;Bourasso;CSPS Kodougou;EwyesraH1hE;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BOURASSO ;CSPS KODOUGOU ;acQHtyMGfoH;Boucle du Mouhoun;DS Nouna;Bourasso;CSPS Kodougou
zyWVoAqk95Y;Boucle du Mouhoun;DS Nouna;Bourasso;CSPS Labarani;BZHhG4T0bLT;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BOURASSO ;CSPS LABARANI ;zyWVoAqk95Y;Boucle du Mouhoun;DS Nouna;Bourasso;CSPS Labarani
FmwtD8cZvBK;Boucle du Mouhoun;DS Nouna;Bourasso;CSPS Lekuy;imvFy7OCFXZ;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BOURASSO ;CSPS LEKUY ;FmwtD8cZvBK;Boucle du Mouhoun;DS Nouna;Bourasso;CSPS Lekuy
ZZXAloKkFzr;Boucle du Mouhoun;DS Nouna;Bourasso;CSPS Nokuy-Bobo;ZB0uXSksY8y;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BOURASSO ;CSPS NOKUY BOBO ;ZZXAloKkFzr;Boucle du Mouhoun;DS Nouna;Bourasso;CSPS Nokuy-Bobo
fdMplJPPzVS;Boucle du Mouhoun;DS Nouna;Bourasso;csps Sikoro;hh5z9vjSVoZ;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BOURASSO ;CSPS SIKORO ;fdMplJPPzVS;Boucle du Mouhoun;DS Nouna;Bourasso;csps Sikoro
KkW0a2iI4Xx;Boucle du Mouhoun;DS Nouna;Djibasso;CM Djibasso;FuQmSqKD72E;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DJIBASSO ;CM DJIBASSO ;KkW0a2iI4Xx;Boucle du Mouhoun;DS Nouna;Djibasso;CM Djibasso
op2u14401dO;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Ba;kugeOB0iRJ6;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DJIBASSO ;CSPS BA ;op2u14401dO;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Ba
tv2QRF5FJHr;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Ira;ywuRypfgqNq;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DJIBASSO ;CSPS IRA ;tv2QRF5FJHr;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Ira
D81JMQzf77o;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Kansara;uQFXL0dblcn;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DJIBASSO ;CSPS KANSARA ;D81JMQzf77o;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Kansara
Y41IkGKnnJ5;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Kieme;CDZoQCncjIs;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DJIBASSO ;CSPS KIEME ;Y41IkGKnnJ5;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Kieme
JKwEJ9TEUST;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Kienekuy 1;aO5hbaOob3c;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DJIBASSO ;CSPS KIENEKUY 1 ;JKwEJ9TEUST;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Kienekuy 1
hKYabMFwQOh;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Ourko;zCf4auxjOAn;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DJIBASSO ;CSPS OURKO ;hKYabMFwQOh;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Ourko
ngwgRgJalCB;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Sirakoro;HcqIPakYy74;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DJIBASSO ;CSPS SIRAKORO DS NOUNA ;ngwgRgJalCB;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Sirakoro
C8zGlA4tYiK;Boucle du Mouhoun;DS Nouna;Djibasso;CST Ouarokuy-Wanian;WVHsQif0F6h;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DJIBASSO ;CST OUAROKUY WANIAN ;C8zGlA4tYiK;Boucle du Mouhoun;DS Nouna;Djibasso;CST Ouarokuy-Wanian
KywPBHa9FfL;Boucle du Mouhoun;DS Nouna;Dokuy;CSPS Dokuy;RwFkKyRF3TC;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DOKUY ;CSPS DOKUY ;KywPBHa9FfL;Boucle du Mouhoun;DS Nouna;Dokuy;CSPS Dokuy
OEUCYVbPtyi;Boucle du Mouhoun;DS Nouna;Dokuy;CSPS Gassingo;gunQIT21Exa;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DOKUY ;CSPS GASSINGO ;OEUCYVbPtyi;Boucle du Mouhoun;DS Nouna;Dokuy;CSPS Gassingo
YDngLdVZyPf;Boucle du Mouhoun;DS Nouna;Dokuy;CSPS Goni;DlUgZOWKlD3;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DOKUY ;CSPS GONI ;YDngLdVZyPf;Boucle du Mouhoun;DS Nouna;Dokuy;CSPS Goni
vMTvr9ZO4P1;Boucle du Mouhoun;DS Nouna;Dokuy;CSPS Kamandéna;nOetML76eYw;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DOKUY ;CSPS KAMADENA ;vMTvr9ZO4P1;Boucle du Mouhoun;DS Nouna;Dokuy;CSPS Kamandéna
AHwdbVOLJyl;Boucle du Mouhoun;DS Nouna;Dokuy;CSPS Kienekuy Baso;u7aLM3fwI6Z;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DOKUY ;CSPS KIENEKUY BASO ;AHwdbVOLJyl;Boucle du Mouhoun;DS Nouna;Dokuy;CSPS Kienekuy Baso
tPlsVvWQTWh;Boucle du Mouhoun;DS Nouna;Doumbala;CSPS Doumbala;jp3ZzjOJPme;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DOUMBALA ;CSPS DOUMBALA ;tPlsVvWQTWh;Boucle du Mouhoun;DS Nouna;Doumbala;CSPS Doumbala
SMEVlxsN3Gr;Boucle du Mouhoun;DS Nouna;Doumbala;CSPS Kodara;SiZ2hhtX8aV;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DOUMBALA ;CSPS KODARA ;SMEVlxsN3Gr;Boucle du Mouhoun;DS Nouna;Doumbala;CSPS Kodara
IV2za1OSlxV;Boucle du Mouhoun;DS Nouna;Doumbala;CSPS Konkuy Koro;x9Ia9G4BdZp;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DOUMBALA ;CSPS KONKUYKORO ;IV2za1OSlxV;Boucle du Mouhoun;DS Nouna;Doumbala;CSPS Konkuy Koro
fOT8AwG5EQv;Boucle du Mouhoun;DS Nouna;Doumbala;CSPS Mounakoro;VA7tIMO4ogS;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DOUMBALA ;CSPS MOUNAKORO ;fOT8AwG5EQv;Boucle du Mouhoun;DS Nouna;Doumbala;CSPS Mounakoro
YohZiXNfLjJ;Boucle du Mouhoun;DS Nouna;Doumbala;CSPS Nian;rTOhLGtNroD;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DOUMBALA ;CSPS NIAN ;YohZiXNfLjJ;Boucle du Mouhoun;DS Nouna;Doumbala;CSPS Nian
cmXhPBXhohy;Boucle du Mouhoun;DS Nouna;Kombori Koura;CSPS Aourema;Z3I5k8n5QxQ;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE KOMBORI KOURA ;CSPS AOUREMA ;cmXhPBXhohy;Boucle du Mouhoun;DS Nouna;Kombori Koura;CSPS Aourema
k5M6nxl7hFR;Boucle du Mouhoun;DS Nouna;Kombori Koura;CSPS Kombori Koura;mrcyOhaq0gZ;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE KOMBORI KOURA ;CSPS KOMBORI KOURA ;k5M6nxl7hFR;Boucle du Mouhoun;DS Nouna;Kombori Koura;CSPS Kombori Koura
O8KHatHm4dw;Boucle du Mouhoun;DS Nouna;Madouba;CSPS Madouba;eHH8u8Augl8;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE MADOUBA ;CSPS MADOUBA ;O8KHatHm4dw;Boucle du Mouhoun;DS Nouna;Madouba;CSPS Madouba
RdQR7hwtUEb;Boucle du Mouhoun;DS Nouna;Nouna;Centre de sante diocessin notre dame de l'esperance;hnPUXLstBlh;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CENTRE DE SANTE DIOCESSIN NOTRE DAME DE L'ESPERANCE ;RdQR7hwtUEb;Boucle du Mouhoun;DS Nouna;Nouna;Centre de sante diocessin notre dame de l'esperance
lUbueiZzNef;Boucle du Mouhoun;DS Nouna;Nouna;CMA Nouna;JFwIxVUJUfV;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CMA NOUNA ;lUbueiZzNef;Boucle du Mouhoun;DS Nouna;Nouna;CMA Nouna
t0Q58DeKYCc;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Bagala;MU5VpZxMfh0;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS BAGALA ;t0Q58DeKYCc;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Bagala
HNP1LQPqX8P;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Communal (Nouna);fe9sWQiB0Ig;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS COMMUNAL 1 NOUNA ;HNP1LQPqX8P;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Communal (Nouna)
zb8Y4fYfZnK;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Communal2;lp2DjqzbDC4;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS COMMUNAL 2 NOUNA ;zb8Y4fYfZnK;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Communal2
NkznwZjRqpr;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Dara;x9CWhrgwLNd;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS DARA ;NkznwZjRqpr;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Dara
p43vsysCila;Boucle du Mouhoun;DS Nouna;Nouna;CSPS de Bankoumani;RojCDLqVBHo;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS BANKOUMANI ;p43vsysCila;Boucle du Mouhoun;DS Nouna;Nouna;CSPS de Bankoumani
jjyI7BIYLuF;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Dembo;EikpwssLW1t;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS DEMBO ;jjyI7BIYLuF;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Dembo
mbhc3vKWNzw;Boucle du Mouhoun;DS Nouna;Nouna;CSPS KIemena;Wkbc2rpSAHS;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS KIEMENA ;mbhc3vKWNzw;Boucle du Mouhoun;DS Nouna;Nouna;CSPS KIemena
Osij7h2Q9qh;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Konankoira;iKyyVvNUfLz;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS KONANKOIRA ;Osij7h2Q9qh;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Konankoira
myqPerCR79W;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Koro (Nouna);VqoHZXHPhvm;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS KORO NOUNA ;myqPerCR79W;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Koro (Nouna)
scXJiEesora;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Mourzie;jMxhcojjrBL;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS MOURDIE ;scXJiEesora;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Mourzie
f9hdzDMP9iq;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Solimana;Hqf8cEFR8xe;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS SOLIMANA ;f9hdzDMP9iq;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Solimana
bbLltYuCzoy;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Toni;EEbmUP7YxQk;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS TONI ;bbLltYuCzoy;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Toni
mbg6KGzCs1K;Boucle du Mouhoun;DS Nouna;Nouna;Dispensaire Koumbara;rzsUUxuqZ0b;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS KOUMBARA DS NOUNA ;mbg6KGzCs1K;Boucle du Mouhoun;DS Nouna;Nouna;Dispensaire Koumbara
QbzjVBHt1Ap;Boucle du Mouhoun;DS Nouna;Sono;CSPS Sono;Dfd9O12F375;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE SONO ;CSPS SONO ;QbzjVBHt1Ap;Boucle du Mouhoun;DS Nouna;Sono;CSPS Sono
OiHyQtybWJN;Boucle du Mouhoun;DS Solenzo;Balave;CSPS Balavé;vMYjTfUduNI;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE BALAVE ;CSPS BALAVE ;OiHyQtybWJN;Boucle du Mouhoun;DS Solenzo;Balave;CSPS Balavé
yrEgDOVC8ax;Boucle du Mouhoun;DS Solenzo;Balave;CSPS Yasso;XP3O5THEOxF;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE BALAVE ;CSPS YASSO ;yrEgDOVC8ax;Boucle du Mouhoun;DS Solenzo;Balave;CSPS Yasso
fHfLJODw6mI;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Bankouma;iyQdePXlPPY;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE KOUKA ;CSPS BANKOUMA ;fHfLJODw6mI;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Bankouma
vcZvupZfIDT;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Diontala;buNJAFVMDL1;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE KOUKA ;CSPS DIONTALA ;vcZvupZfIDT;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Diontala
kZ4y5paJXMk;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Fini;NBl0L2gfrlh;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE KOUKA ;CSPS FINI ;kZ4y5paJXMk;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Fini
QIzjdfoktGi;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Kouka;g604PgLrTxu;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE KOUKA ;CSPS KOUKA DS SOLENZO ;QIzjdfoktGi;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Kouka
H42PFhIYYAh;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Mawana;vdWewogDxNZ;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE KOUKA ;CSPS MAWANA ;H42PFhIYYAh;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Mawana
WPmkRZqSjx8;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Sama;ZmYHrdTpgzz;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE KOUKA ;CSPS SAMA ;WPmkRZqSjx8;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Sama
ncFbE8WZAx7;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Siwi;qppgbnbJxSk;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE KOUKA ;CSPS SIWI ;ncFbE8WZAx7;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Siwi
liMSNJCNodH;Boucle du Mouhoun;DS Solenzo;Sami;CSPS Priwé;JdjtpHHc9iU;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SAMI ;CSPS PRIWE ;liMSNJCNodH;Boucle du Mouhoun;DS Solenzo;Sami;CSPS Priwé
NyZYqD7kxZe;Boucle du Mouhoun;DS Solenzo;Sami;CSPS Sami;ipxLevQy0TS;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SAMI ;CSPS SAMI ;NyZYqD7kxZe;Boucle du Mouhoun;DS Solenzo;Sami;CSPS Sami
YoqvKT5TrYS;Boucle du Mouhoun;DS Solenzo;Sami;CSPS Sogodjankoli;oNuEnK8w3ig;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SAMI ;CSPS SOGODJANKOLI ;YoqvKT5TrYS;Boucle du Mouhoun;DS Solenzo;Sami;CSPS Sogodjankoli
wKCLsauflSr;Boucle du Mouhoun;DS Solenzo;Sanaba;CSPS Kosso;c4rZUQHtfTC;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SANABA ;CSPS KOSSO ;wKCLsauflSr;Boucle du Mouhoun;DS Solenzo;Sanaba;CSPS Kosso
tjYubn3e9sD;Boucle du Mouhoun;DS Solenzo;Sanaba;CSPS Kossoba;iJ25UZTzr7C;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SANABA ;CSPS KOSSOBA ;tjYubn3e9sD;Boucle du Mouhoun;DS Solenzo;Sanaba;CSPS Kossoba
l7S2JSFuFZd;Boucle du Mouhoun;DS Solenzo;Sanaba;CSPS Kounla;YBv3T9QLsMt;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SANABA ;CSPS KOUNLA ;l7S2JSFuFZd;Boucle du Mouhoun;DS Solenzo;Sanaba;CSPS Kounla
es5rDOi2wFN;Boucle du Mouhoun;DS Solenzo;Sanaba;CSPS Moussakuy;Myr6mgCGeXw;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SANABA ;CSPS MOUSSAKUY ;es5rDOi2wFN;Boucle du Mouhoun;DS Solenzo;Sanaba;CSPS Moussakuy
aeve57PRPQs;Boucle du Mouhoun;DS Solenzo;Sanaba;CSPS Sanaba;I5bCcUYB1BA;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SANABA ;CSPS SANABA ;aeve57PRPQs;Boucle du Mouhoun;DS Solenzo;Sanaba;CSPS Sanaba
QH020wDxzsb;Boucle du Mouhoun;DS Solenzo;Sanaba;CSPS Ziga;SNz2dDzQzl2;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SANABA ;CSPS ZIGA DS SOLENZO ;QH020wDxzsb;Boucle du Mouhoun;DS Solenzo;Sanaba;CSPS Ziga
AtT8Hwrsks2;Boucle du Mouhoun;DS Solenzo;Solenzo;CMA (Solenzo);KflZSwYC52A;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SOLENZO ;CMA SOLENZO ;AtT8Hwrsks2;Boucle du Mouhoun;DS Solenzo;Solenzo;CMA (Solenzo)
xpGqxq3Mrkn;Boucle du Mouhoun;DS Solenzo;Solenzo;CSPS Ban;gtpsKxljWUd;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SOLENZO ;CSPS BAN ;xpGqxq3Mrkn;Boucle du Mouhoun;DS Solenzo;Solenzo;CSPS Ban
wx8RBFn3VgG;Boucle du Mouhoun;DS Solenzo;Solenzo;CSPS Baye;yHLrokT3N9v;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SOLENZO ;CSPS BAYE ;wx8RBFn3VgG;Boucle du Mouhoun;DS Solenzo;Solenzo;CSPS Baye
