EDM_id;EDM_Region;EDM_DS;EDM_commune;EDM_FS;EGRATUITE_id;EGRATUITE_Region;EGRATUITE_DS;EGRATUITE_commune;EGRATUITE_FS
I0IyBB3Lvup;Boucle du Mouhoun;DS Boromo;Bagassi;CSPS Bagassi;rUI2Sg9TDL4;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE BAGASSI ;CSPS BAGASSI 
YXTb2aCZjF3;Boucle du Mouhoun;DS Boromo;Bagassi;CSPS Bandio;xpNq5leGX65;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE BAGASSI ;CSPS BANDIO 
jjxBW5hdtGB;Boucle du Mouhoun;DS Boromo;Bagassi;CSPS de Kahin;Kxycqa9zydo;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE BAGASSI ;CSPS KAHIN 
qoy4ApRBTtx;Boucle du Mouhoun;DS Boromo;Bagassi;CSPS Mana;oEnRl9M31C8;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE BAGASSI ;CSPS MANA 
L1CBQQUbVhT;Boucle du Mouhoun;DS Boromo;Bagassi;CSPS Pahin;IzWHrCVYeen;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE BAGASSI ;CSPS PAHIN 
grmUevrZQzE;Boucle du Mouhoun;DS Boromo;Bagassi;CSPS Vy;HmZuDee39Oz;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE BAGASSI ;CSPS VY 
Sw820gEd1XY;Boucle du Mouhoun;DS Boromo;Bana;CSPS Bana;WSEUBoUhvJ7;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE BANA ;CSPS BANA 
vbc9BdMuEH1;Boucle du Mouhoun;DS Boromo;Bana;CSPS Wona;X7KX5iHYZNX;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE BANA ;CSPS WONA 
YlyF7Cdu3wA;Boucle du Mouhoun;DS Boromo;Bana;CSPS Yona;KDczocHUYmJ;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE BANA ;CSPS YONA 
KvNOePwHFyH;Boucle du Mouhoun;DS Boromo;Boromo;CMA Boromo;Bivjv8T5VGf;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE BOROMO ;CMA BOROMO 
ISCDCdUH7uy;Boucle du Mouhoun;DS Boromo;Boromo;CSPS Boromo;fsTV2DaZnWr;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE BOROMO ;CSPS BOROMO 
F2vZovH4IOR;Boucle du Mouhoun;DS Boromo;Boromo;CSPS Koho;VNXcIsoEO4Z;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE BOROMO ;CSPS KOHO DS BOROMO 
xgRTn9AjUup;Boucle du Mouhoun;DS Boromo;Boromo;CSPS Nanou;tKCsJrh2Zfk;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE BOROMO ;CSPS NANOU 
f7S9Gl3DQKe;Boucle du Mouhoun;DS Boromo;Boromo;CSPS Ouahabou;yJl5LAu7G4T;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE BOROMO ;CSPS OUAHABOU 
IT2zpPMrkEk;Boucle du Mouhoun;DS Boromo;Boromo;CSPS Ourobonon;qD41p4Mlton;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE BOROMO ;CSPS OUROUBONON 
WmpX43UWW3D;Boucle du Mouhoun;DS Boromo;Boromo;CSPS Urbain 2;OjRrD3ZbBZc;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE BOROMO ;CSPS URBAIN 2 DS BOROMO 
kHm8UzElwIh;Boucle du Mouhoun;DS Boromo;Fara;CSPS Fara;SwQiVpfBQbk;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE FARA ;CSPS FARA 
abrV7L5WpGv;Boucle du Mouhoun;DS Boromo;Fara;CSPS Kabourou (Fara);B6m9QGqWBD4;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE FARA ;CSPS KABOUROU FARA 
sTBLoyQovRp;Boucle du Mouhoun;DS Boromo;Fara;CSPS Koumbia;trQIurXIjHW;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE FARA ;CSPS KOUMBIA DS BOROMO 
gqKU43tKYTb;Boucle du Mouhoun;DS Boromo;Fara;CSPS Laro;AkLjAQczzCo;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE FARA ;CSPS LARO 
t1Akjzpsp5l;Boucle du Mouhoun;DS Boromo;Fara;CSPS Nabou;oKaFzTslgd0;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE FARA ;CSPS NABOU 
kAxtwlTxDlE;Boucle du Mouhoun;DS Boromo;Fara;CSPS Ton;kjuxThmqYlx;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE FARA ;CSPS TON 
KabWOVOhdGm;Boucle du Mouhoun;DS Boromo;Fara;CSPS Toné;fO5Ef8yKEiv;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE FARA ;CSPS TONE 
xC5tTZVHYLV;Boucle du Mouhoun;DS Boromo;Oury;CSPS Dah;G5MiyaoOGPv;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE OURY ;CSPS DAH 
jwkPV5FkKC3;Boucle du Mouhoun;DS Boromo;Oury;CSPS Mou;CCJHecPedLV;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE OURY ;CSPS MOU DS BOROMO 
slMq3iBiRIK;Boucle du Mouhoun;DS Boromo;Oury;CSPS Oullo;SHmMGocvvjS;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE OURY ;CSPS OULLO 
wMlKJk6rxzC;Boucle du Mouhoun;DS Boromo;Oury;CSPS Oury;dnSxlhi7i6N;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE OURY ;CSPS OURY 
Eb4jQf6izx8;Boucle du Mouhoun;DS Boromo;Oury;CSPS Sani;jAKOxMEhM6m;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE OURY ;CSPS SANI 
Pdz0Yw7dyOw;Boucle du Mouhoun;DS Boromo;Oury;CSPS Séréna;utiJOD0Hfcx;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE OURY ;CSPS SERENA 
id3yM1A6Zep;Boucle du Mouhoun;DS Boromo;Oury;CSPS Siou;bMVkcbncD6n;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE OURY ;CSPS SIOU 
VRvWFA1FHQ2;Boucle du Mouhoun;DS Boromo;Oury;CSPS Soubouy;yzFuB0qQiM2;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE OURY ;CSPS SOUBOUY 
FjYiGlevzzU;Boucle du Mouhoun;DS Boromo;Pa;CSPS Kopoïe;FUk7QSfnZwO;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE PA ;CSPS KOPOIE 
TQGmCPtI3MB;Boucle du Mouhoun;DS Boromo;Pa;CSPS Pâ;xySrUUzymYO;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE PA ;CSPS PA 
aWXhckHGDXQ;Boucle du Mouhoun;DS Boromo;Pa;CSPS Yamane;aNuKn5Zqcqo;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE PA ;CSPS YAMANE 
P7K0MR4tTYe;Boucle du Mouhoun;DS Boromo;Pompoi;CSPS Kokoï;fRT8QOuXxO0;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE POMPOI ;CSPS KOKOI 
nu3MBcO4SWG;Boucle du Mouhoun;DS Boromo;Pompoi;CSPS Konkoliko;ZQmDJEA0ntb;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE POMPOI ;CSPS KONKOLIKO 
qVpj0fDe7VF;Boucle du Mouhoun;DS Boromo;Pompoi;CSPS Pompoï;IFzg15Ax4V8;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE POMPOI ;CSPS POMPOI 
PSCuMJ7CUpm;Boucle du Mouhoun;DS Boromo;Poura;CM Poura;c5KOhvPPXQK;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE POURA ;CSPS POURA 
tpKLynee7Q9;Boucle du Mouhoun;DS Boromo;Poura;CSPS Pig pore;S675B8mcPfa;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE POURA ;CSPS PIG-PORE 
gLgxilDi0do;Boucle du Mouhoun;DS Boromo;Siby;CSPS Kalembouly;YglDqcURVwt;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE SIBY ;CSPS KALEMBOULY 
lh7TK6UzAaq;Boucle du Mouhoun;DS Boromo;Siby;CSPS Secaco;EJj4tgBABia;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE SIBY ;CSPS SECACO 
cHgCAuoQnhs;Boucle du Mouhoun;DS Boromo;Siby;CSPS Siby (Siby);Wogl0yhafbd;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE SIBY ;CSPS SIBY SIBY 
mQNF4k3rqP0;Boucle du Mouhoun;DS Boromo;Yaho;CSPS Bondo;CK2HRsbN7rt;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE YAHO ;CSPS BONDO 
IXMmTgbT1QT;Boucle du Mouhoun;DS Boromo;Yaho;CSPS Fobiri;CKPthY2dMHF;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE YAHO ;CSPS FOBIRI 
LgHmM4gnfZB;Boucle du Mouhoun;DS Boromo;Yaho;CSPS Madou;V8QqwDVigPV;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE YAHO ;CSPS MADOU 
uWYEs8hr8Cq;Boucle du Mouhoun;DS Boromo;Yaho;CSPS Mamou;g69OgO9LVfy;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE YAHO ;CSPS MAMOU 
UYxDrcJiryO;Boucle du Mouhoun;DS Boromo;Yaho;CSPS Yaho;BOlrLAvHZFN;BOUCLE DU MOUHOUN ;DS BOROMO ;COMMUNE YAHO ;CSPS YAHO 
qN5V7PnExV2;Boucle du Mouhoun;DS Dedougou;Bondokuy;CSPS Bondoukuy;uGwqlXJdWYO;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE BONDOKUY ;CSPS BONDOUKUY 
dFT26I28PZo;Boucle du Mouhoun;DS Dedougou;Bondokuy;CSPS Bouenevouhoun;dTTt1gSqez6;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE BONDOKUY ;CSPS BOUENEVOUHOUN 
OSVY7zuj6Ti;Boucle du Mouhoun;DS Dedougou;Bondokuy;CSPS Dora;XIaxwMwQzpy;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE BONDOKUY ;CSPS DORA 
xuTop0y1JVM;Boucle du Mouhoun;DS Dedougou;Bondokuy;CSPS Kera (Bondoukuy);NTXl2Ef0Gqp;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE BONDOKUY ;CSPS KERA (BONDOUKUY) 
BNO9JAASRXe;Boucle du Mouhoun;DS Dedougou;Bondokuy;CSPS Koumana;xqUlKK6xZ5q;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE BONDOKUY ;CSPS KOUMANA 
EoGMlYDDEH9;Boucle du Mouhoun;DS Dedougou;Bondokuy;CSPS Ouakara (Bondoukuy);s4J3iYpK2bw;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE BONDOKUY ;CSPS OUAKARA (BONDOUKUY)
UjKf2GEFYUk;Boucle du Mouhoun;DS Dedougou;Bondokuy;CSPS Tia;Usg5TRDir9N;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE BONDOKUY ;CSPS TIA 
RhtqVIz37kr;Boucle du Mouhoun;DS Dedougou;Bondokuy;CSPS Wakuy;CY7lMmmthA7;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE BONDOKUY ;CSPS WAKUY 
UeUa0zKesSk;Boucle du Mouhoun;DS Dedougou;Bondokuy;CSPS Zanzaka;nMQXmVzFafi;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE BONDOKUY ;CSPS ZANZAKA 
VqHjwBmDmb0;Boucle du Mouhoun;DS Dedougou;Dedougou;CMU Dedougou;XYfatkH2ofB;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE DEDOUGOU ;CMU DEDOUGOU 
fwUraTcZikH;Boucle du Mouhoun;DS Dedougou;Dedougou;CSPS Communal (Dédougou);DkFnEzmv94T;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE DEDOUGOU ;CSPS COMMUNAL (DEDOUGOU) 
t6xKuV6jAF6;Boucle du Mouhoun;DS Dedougou;Dedougou;CSPS Dona;ggFFoJunCv0;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE DEDOUGOU ;CSPS DONA 
x1TOPQFm5ko;Boucle du Mouhoun;DS Dedougou;Dedougou;CSPS Fakouna;MNtbuQghLLy;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE DEDOUGOU ;CSPS FAKOUNA 
c8XuqQqncUj;Boucle du Mouhoun;DS Dedougou;Dedougou;CSPS Kari (Dedougou);MvSqg4IsSCS;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE DEDOUGOU ;CSPS KARI (DEDOUGOU) 
vgcmwjyZZZV;Boucle du Mouhoun;DS Dedougou;Dedougou;CSPS Karo;ZeOEgneIM6J;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE DEDOUGOU ;CSPS KARO 
lFgk5ar1qvQ;Boucle du Mouhoun;DS Dedougou;Dedougou;CSPS Passakongo;M3ZQIrGYsTF;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE DEDOUGOU ;CSPS PASSAKONGO 
d67JYtqs8Z1;Boucle du Mouhoun;DS Dedougou;Dedougou;CSPS Secteur 3;dFR5Q1ZUcfa;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE DEDOUGOU ;CSPS SECTEUR 03 DEDOUGOU 
pP7ldkbNZZt;Boucle du Mouhoun;DS Dedougou;Dedougou;CSPS Soukuy;h0hUl4F7JL1;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE DEDOUGOU ;CSPS SOUKUY 
fxmA8NhImDu;Boucle du Mouhoun;DS Dedougou;Dedougou;CSPS Tionkuy;eYGbmHT6b7S;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE DEDOUGOU ;CSPS TIONKUY 
uFxY4YNiXqC;Boucle du Mouhoun;DS Dedougou;Dedougou;CSPS Torouba (Dédougou);GXgSufkn07G;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE DEDOUGOU ;CSPS TOROUBA (DEDOUGOU) 
Fr1wPtIHtcW;Boucle du Mouhoun;DS Dedougou;Douroula;CSPS Bladi;d5dnsPDrco7;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE DOUROULA ;CSPS BLADI 
FDy3NgDjgSN;Boucle du Mouhoun;DS Dedougou;Douroula;CSPS Douroula;OnxWv6h6vQt;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE DOUROULA ;CSPS DOUROULA 
dg5iCaMnsGE;Boucle du Mouhoun;DS Dedougou;Douroula;CSPS Toroba (Douroula);iXpLnM0Zaym;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE DOUROULA ;CSPS TOROBA (DOUROULA) 
WXxnj8G5rDM;Boucle du Mouhoun;DS Dedougou;Kona;CSPS Dangouna;uk1LIw3zzHl;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE KONA ;CSPS DANGOUNA 
dOu3pTmO8AY;Boucle du Mouhoun;DS Dedougou;Kona;CSPS Koana;VXkY9cBmPrv;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE KONA ;CSPS KOANA 
n0HrvIbWpWi;Boucle du Mouhoun;DS Dedougou;Kona;CSPS Kona;tldd9yY3Ql4;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE KONA ;CSPS KONA 
cJ2wPv9uDms;Boucle du Mouhoun;DS Dedougou;Kona;CSPS Lah;Z5WXHXIziE3;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE KONA ;CSPS LAH 
gcwyhctnb1L;Boucle du Mouhoun;DS Dedougou;Kona;CSPS Pié;bkid8fK3jku;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE KONA ;CSPS PIE 
UDhqMCGVRhz;Boucle du Mouhoun;DS Dedougou;Ouarkoye;CSPS Doudou (Ouarkoye);lojQLVY58Z0;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE OUARKOYE ;CSPS DOUDOU (OUARKOYE) 
qygBxETKlVq;Boucle du Mouhoun;DS Dedougou;Ouarkoye;CSPS Fakena;xmUIsuvhMoI;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE OUARKOYE ;CSPS FAKENA 
NBobygpAku1;Boucle du Mouhoun;DS Dedougou;Ouarkoye;CSPS Fouankuy;H8p1gSINzGO;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE OUARKOYE ;CSPS KOSSO DS DEDOUGOU 
V8CtnHa0tBi;Boucle du Mouhoun;DS Dedougou;Ouarkoye;CSPS Ouarkoye;Wp1nzCmfanI;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE OUARKOYE ;CSPS OUARKOYE 
sWdcVHQrC9S;Boucle du Mouhoun;DS Dedougou;Ouarkoye;CSPS Poundou;FjqPVBgH2WH;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE OUARKOYE ;CSPS POUNDOU 
JdHP30oixyy;Boucle du Mouhoun;DS Dedougou;Ouarkoye;CSPS SOANA;gjFfvXDRLIL;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE OUARKOYE ;CSPS SOANA 
K1wprgQ5uFc;Boucle du Mouhoun;DS Dedougou;Ouarkoye;CSPS Tiokuy;WIY0QDd6Ts9;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE OUARKOYE ;CSPS TIOKUY 
e5KWfWbonmt;Boucle du Mouhoun;DS Dedougou;Safane;CM Safane;Zgd2X7oRcnC;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE SAFANE ;CM SAFANE 
LYZR3qDQOKr;Boucle du Mouhoun;DS Dedougou;Safane;CSPS BANOU;cjVCTHws66K;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE SAFANE ;CSPS BANOU 
e1vxqZ61pUp;Boucle du Mouhoun;DS Dedougou;Safane;CSPS Datomo;tVxS9P2fV1X;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE SAFANE ;CSPS DATOMO 
CspU5bwK7Ku;Boucle du Mouhoun;DS Dedougou;Safane;CSPS Kienséré;NUA6N3i0c1o;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE SAFANE ;CSPS KIENSERE 
GUX4IiQvhME;Boucle du Mouhoun;DS Dedougou;Safane;CSPS Lanfiera (DS Dédougou);lFJIndMwM6T;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE SAFANE ;CSPS LANFIERA (DS DEDOUGOU) 
WTXWiDIKDOM;Boucle du Mouhoun;DS Dedougou;Safane;CSPS Nounou;X1UGPLl5WXG;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE SAFANE ;CSPS NOUNOU 
mNDWrjbSvmE;Boucle du Mouhoun;DS Dedougou;Safane;CSPS Pakolé;qFnjTkBLL1K;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE SAFANE ;CSPS PAKOLE 
DhWgycBbEay;Boucle du Mouhoun;DS Dedougou;Safane;CSPS Sin;yXDsmzA4vyp;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE SAFANE ;CSPS SIN 
jB476CPCG2A;Boucle du Mouhoun;DS Dedougou;Safane;CSPS Siralo;PGtGCqyETJx;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE SAFANE ;CSPS SIRALO 
M8c70viEXgF;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Bissanderou;pgh2fnaNfRq;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE TCHERIBA ;CSPS BISSANDEROU 
T88Lqkn40FK;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Kari (Tchériba);G0XctUQMVbA;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE TCHERIBA ;CSPS KARI (TCHERIBA) 
EudTfUJd213;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Oualou;ZSFSNz7l8JU;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE TCHERIBA ;CSPS OUALOU 
rYtZT3fZo3i;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Tcheriba;N5JjSpap6Jc;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE TCHERIBA ;CSPS TCHERIBA 
ZoKFoQybOCR;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Tierkou;Z5zlhfX5QKL;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE TCHERIBA ;CSPS TIERKOU 
qvAvYqP13HZ;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Tikan;GvEn0sRxkPd;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE TCHERIBA ;CSPS TIKAN 
wxLB6jcLZk1;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Tisse;XDqg1ae1EhV;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE TCHERIBA ;CSPS TISSE 
D9VdDDx6mEY;Boucle du Mouhoun;DS Dedougou;Tcheriba;CSPS Ziekuy;ioHcCecPvjO;BOUCLE DU MOUHOUN ;DS DEDOUGOU ;COMMUNE TCHERIBA ;CSPS ZEKUY 
ZJyFYEh2vXe;Boucle du Mouhoun;DS Nouna;Barani;CSPS Barani;Lpf5yKKTqQM;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BARANI ;CSPS BARANI 
y2qwbH5KgAy;Boucle du Mouhoun;DS Nouna;Barani;CSPS Berma;YbZjTXADUCb;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BARANI ;CSPS BERMA 
T7c8tMdCftk;Boucle du Mouhoun;DS Nouna;Barani;CSPS Douré;rScaMyCZXe3;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BARANI ;CSPS DOURE DS NOUNA 
FH8wKsBoVDI;Boucle du Mouhoun;DS Nouna;Barani;CSPS Koroni;YSIaoJl5SEn;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BARANI ;CSPS KORONI 
zt3FA5tBOjp;Boucle du Mouhoun;DS Nouna;Barani;CSPS Koulerou;HtIt6Z9wP2y;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BARANI ;CSPS KOULEROU 
CBOnEwmV7zZ;Boucle du Mouhoun;DS Nouna;Barani;CSPS Médougou;vqrzntbklDz;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BARANI ;CSPS MEDOUGOU 
m8QTGrVZHEF;Boucle du Mouhoun;DS Nouna;Barani;CSPS Nienanou;EoT82Z8HtlT;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BARANI ;CSPS NIENANOU 
MYQ8csEOmK3;Boucle du Mouhoun;DS Nouna;Barani;CSPS Sokoura;S8Afz7oG8PV;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BARANI ;CSPS SOKOURA 
Chb1ip8eKjH;Boucle du Mouhoun;DS Nouna;Barani;CSPS Werebere;jINNosRMjvr;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BARANI ;CSPS WEREBERE 
CZS6xtTKJqI;Boucle du Mouhoun;DS Nouna;Bomborokuy;CM Bomborokuy;mrxaaOkLxn9;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BOMBOROKUY ;CM BOMBOROKUY 
FnHW5AV761w;Boucle du Mouhoun;DS Nouna;Bomborokuy;csps Borekuy;fFGyZmRAVYn;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BOMBOROKUY ;CSPS BOREKUY 
wc3DuAdQFsH;Boucle du Mouhoun;DS Nouna;Bomborokuy;CSPS Yevedougou;HdGlWaLydxL;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BOMBOROKUY ;CSPS YEVEDOUGOU 
AmlSUfPtn9p;Boucle du Mouhoun;DS Nouna;Bourasso;CSPS Bourasso;nPlPjsDjPj3;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BOURASSO ;CSPS BOURASSO 
acQHtyMGfoH;Boucle du Mouhoun;DS Nouna;Bourasso;CSPS Kodougou;EwyesraH1hE;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BOURASSO ;CSPS KODOUGOU 
zyWVoAqk95Y;Boucle du Mouhoun;DS Nouna;Bourasso;CSPS Labarani;BZHhG4T0bLT;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BOURASSO ;CSPS LABARANI 
FmwtD8cZvBK;Boucle du Mouhoun;DS Nouna;Bourasso;CSPS Lekuy;imvFy7OCFXZ;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BOURASSO ;CSPS LEKUY 
ZZXAloKkFzr;Boucle du Mouhoun;DS Nouna;Bourasso;CSPS Nokuy-Bobo;ZB0uXSksY8y;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BOURASSO ;CSPS NOKUY BOBO 
fdMplJPPzVS;Boucle du Mouhoun;DS Nouna;Bourasso;csps Sikoro;hh5z9vjSVoZ;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE BOURASSO ;CSPS SIKORO 
KkW0a2iI4Xx;Boucle du Mouhoun;DS Nouna;Djibasso;CM Djibasso;FuQmSqKD72E;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DJIBASSO ;CM DJIBASSO 
op2u14401dO;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Ba;kugeOB0iRJ6;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DJIBASSO ;CSPS BA 
tv2QRF5FJHr;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Ira;ywuRypfgqNq;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DJIBASSO ;CSPS IRA 
D81JMQzf77o;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Kansara;uQFXL0dblcn;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DJIBASSO ;CSPS KANSARA 
Y41IkGKnnJ5;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Kieme;CDZoQCncjIs;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DJIBASSO ;CSPS KIEME 
JKwEJ9TEUST;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Kienekuy 1;aO5hbaOob3c;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DJIBASSO ;CSPS KIENEKUY 1 
hKYabMFwQOh;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Ourko;zCf4auxjOAn;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DJIBASSO ;CSPS OURKO 
ngwgRgJalCB;Boucle du Mouhoun;DS Nouna;Djibasso;CSPS Sirakoro;HcqIPakYy74;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DJIBASSO ;CSPS SIRAKORO DS NOUNA 
