EDM_id;EDM_Region;EDM_DS;EDM_commune;EDM_FS;EGRATUITE_id;EGRATUITE_Region;EGRATUITE_DS;EGRATUITE_commune;EGRATUITE_FS
f9oKrz9HiOl;Hauts Bassins;DS Léna;Lena;CSPS Kwekwesso;Pc1bpLs69EK;HAUTS BASSINS ;DS LENA ;COMMUNE LENA ;CSPS KWEKWESSO 
o29fULdzMuK;Hauts Bassins;DS Léna;Lena;CSPS Lena;Kdf2GU6Xw7d;HAUTS BASSINS ;DS LENA ;COMMUNE LENA ;CSPS LENA 
ktVuTfjiL1n;Hauts Bassins;DS Léna;Satiri;CSPS Bala;kDrfUxgXJj0;HAUTS BASSINS ;DS LENA ;COMMUNE SATIRI ;CSPS BALA 
H5alW5BxmRg;Hauts Bassins;DS Léna;Satiri;CSPS Bossora;KIDLVxSHFO4;HAUTS BASSINS ;DS LENA ;COMMUNE SATIRI ;CSPS BOSSORA 
yG0hG5m7UU0;Hauts Bassins;DS Léna;Satiri;CSPS de Fina ;pjFglAacMj9;HAUTS BASSINS ;DS LENA ;COMMUNE SATIRI ;CSPS DE FINA 
dM2UqH2LM3e;Hauts Bassins;DS Léna;Satiri;CSPS Dorossiamasso;sjn1FCSd5D7;HAUTS BASSINS ;DS LENA ;COMMUNE SATIRI ;CSPS DOROSSIAMASSO 
SwR4SiYPBaa;Hauts Bassins;DS Léna;Satiri;CSPS Kadomba;aFMjD4KnTuU;HAUTS BASSINS ;DS LENA ;COMMUNE SATIRI ;CSPS KADOMBA 
NyyxHM2x54Y;Hauts Bassins;DS Léna;Satiri;CSPS Koroma;ClzFJOPDF0D;HAUTS BASSINS ;DS LENA ;COMMUNE SATIRI ;CSPS KOROMA 
PzyxQWZbbpt;Hauts Bassins;DS Léna;Satiri;CSPS Satiri;N13qIzEDokG;HAUTS BASSINS ;DS LENA ;COMMUNE SATIRI ;CSPS SATIRI 
mhiDG4kLoVQ;Hauts Bassins;DS Léna;Satiri;CSPS Sissa;QAxdh5HLguI;HAUTS BASSINS ;DS LENA ;COMMUNE SATIRI ;CSPS SISSA 
mc14L5buNEH;Hauts Bassins;DS Léna;Satiri;CSPS Tiarako;pXh0gKtrr24;HAUTS BASSINS ;DS LENA ;COMMUNE SATIRI ;CSPS TIARAKO 
lbEG66ZiV71;Hauts Bassins;DS Léna;Satiri;CSPS Werou;d0rw3wXE2IP;HAUTS BASSINS ;DS LENA ;COMMUNE SATIRI ;CSPS WEROU 
fmzI8iJ6l4D;Hauts Bassins;DS N'Dorola;Kayan;CSPS Dionkele;isd1bRKFE3m;HAUTS BASSINS ;DS NDOROLA ;COMMUNE KAYAN ;CSPS DIONKELE 
JjD8tLYOa99;Hauts Bassins;DS N'Dorola;Kayan;CSPS Fofara;xJrUYYw5PJW;HAUTS BASSINS ;DS NDOROLA ;COMMUNE KAYAN ;CSPS FOFARA 
V2Bdz5azPt9;Hauts Bassins;DS N'Dorola;Kayan;CSPS Kayan;VMk8cIMAea8;HAUTS BASSINS ;DS NDOROLA ;COMMUNE KAYAN ;CSPS KAYAN 
GyjWYEz2Z6w;Hauts Bassins;DS N'Dorola;Kayan;CSPS N'Gorlani;zi9QME1qStm;HAUTS BASSINS ;DS NDOROLA ;COMMUNE KAYAN ;CSPS NGORLANI 
UURcLFckqY0;Hauts Bassins;DS N'Dorola;Kayan;CSPS Tigan;sJxQoQ7zf8K;HAUTS BASSINS ;DS NDOROLA ;COMMUNE KAYAN ;CSPS TIGAN 
FWyfXy0QmFS;Hauts Bassins;DS N'Dorola;Kourouma;CSPS Fara (DS N'DOROLA);mc5HqeA1urA;HAUTS BASSINS ;DS NDOROLA ;COMMUNE KOUROUMA ;CSPS FARA DS ORODARA 
cUxaJ9Q46TV;Hauts Bassins;DS N'Dorola;Kourouma;CSPS Foulasso;FixUTFCQGVu;HAUTS BASSINS ;DS NDOROLA ;COMMUNE KOUROUMA ;CSPS FOULASSO 
UxwpXQoo6Uy;Hauts Bassins;DS N'Dorola;Kourouma;CSPS Kôkôrô;tTJsp7Rol7H;HAUTS BASSINS ;DS NDOROLA ;COMMUNE KOUROUMA ;CSPS KOKORO 
zbAFjz9Q029;Hauts Bassins;DS N'Dorola;Kourouma;CSPS Kourouma;WQR4oi74hWr;HAUTS BASSINS ;DS NDOROLA ;COMMUNE KOUROUMA ;CSPS KOUROUMA 
ySJQyYtEw6f;Hauts Bassins;DS N'Dorola;Kourouma;CSPS Sadina;Y3HazY5Zut5;HAUTS BASSINS ;DS NDOROLA ;COMMUNE KOUROUMA ;CSPS SADINA 
fns9qCA6xEK;Hauts Bassins;DS N'Dorola;Morolaba;CSPS Morlaba;Ze3skO6LCWZ;HAUTS BASSINS ;DS NDOROLA ;COMMUNE MOROLABA ;CSPS MORLABA 
zH0ibIvf7Mg;Hauts Bassins;DS N'Dorola;Morolaba;CSPS N'Gorguerla;yrryzalJ918;HAUTS BASSINS ;DS NDOROLA ;COMMUNE MOROLABA ;CSPS N'GORGUERLA 
CnjY1QlHJdp;Hauts Bassins;DS N'Dorola;Morolaba;CSPS Niamberla;jtbEay1szvu;HAUTS BASSINS ;DS NDOROLA ;COMMUNE MOROLABA ;CSPS NIAMBERLA 
BjT43l6Hdhy;Hauts Bassins;DS N'Dorola;Morolaba;CSPS Temetemsso;S5oOTrfRocV;HAUTS BASSINS ;DS NDOROLA ;COMMUNE MOROLABA ;CSPS TEMETEMSSO 
fHn4XgCxEPg;Hauts Bassins;DS N'Dorola;Morolaba;CSPS Zanfara;ZfaUQcvJ5XF;HAUTS BASSINS ;DS NDOROLA ;COMMUNE MOROLABA ;CSPS ZANFARA 
tGDw63dPufP;Hauts Bassins;DS N'Dorola;N'dorola;CM Ndorola (SECT. 1);ZjcKukFUevu;HAUTS BASSINS ;DS NDOROLA ;COMMUNE NDOROLA ;CM NDOROLA SECTEUR 1 
wQCIw4t62em;Hauts Bassins;DS N'Dorola;N'dorola;CSPS Bangasso;deAh2duQSvA;HAUTS BASSINS ;DS NDOROLA ;COMMUNE NDOROLA ;CSPS BANGASSO 
ibF0b4WMrFw;Hauts Bassins;DS N'Dorola;N'dorola;CSPS Fadoma;oSNepAohFUW;HAUTS BASSINS ;DS NDOROLA ;COMMUNE NDOROLA ;CSPS FADOMA 
SDzdlb86uWW;Hauts Bassins;DS N'Dorola;N'dorola;CSPS Famberla;f4xpwnd8yov;HAUTS BASSINS ;DS NDOROLA ;COMMUNE NDOROLA ;CSPS FAMBERLA 
zUx5WKdfQAG;Hauts Bassins;DS N'Dorola;N'dorola;CSPS Kodona;IiiL0FDnvAF;HAUTS BASSINS ;DS NDOROLA ;COMMUNE NDOROLA ;CSPS KODONA 
wwocuSn86d5;Hauts Bassins;DS N'Dorola;N'dorola;CSPS Séguédougou;YJXNn4XEd2E;HAUTS BASSINS ;DS NDOROLA ;COMMUNE NDOROLA ;CSPS SEGUEDOUGOU 
NAJ1fLPPxfz;Hauts Bassins;DS N'Dorola;N'dorola;CSPS Silorola;CbPimUtjfK7;HAUTS BASSINS ;DS NDOROLA ;COMMUNE NDOROLA ;CSPS SILOROLA 
KvlRzpsT9ki;Hauts Bassins;DS Orodara;Banzon;CSPS Banzon;hI7ypY6YS7R;HAUTS BASSINS ;DS ORODARA ;COMMUNE BAZON ;CSPS BANZON 
Q90TmubJoMF;Hauts Bassins;DS Orodara;Djigouera;CSPS Dissanga;WxsgkCezrZZ;HAUTS BASSINS ;DS ORODARA ;COMMUNE DJIGOUERA ;CSPS DISSANGA 
GuZxsi0QsW0;Hauts Bassins;DS Orodara;Djigouera;CSPS Djigouera;wexlcnudJPn;HAUTS BASSINS ;DS ORODARA ;COMMUNE DJIGOUERA ;CSPS DJIGOUERA 
O5wznvX5dd9;Hauts Bassins;DS Orodara;Djigouera;CSPS Kuini;UbJVoiiWQ43;HAUTS BASSINS ;DS ORODARA ;COMMUNE DJIGOUERA ;CSPS KOUINI DS ORODARA 
uQKaxQdxdSA;Hauts Bassins;DS Orodara;Djigouera;CSPS Serekeni;q79t6KU8jMl;HAUTS BASSINS ;DS ORODARA ;COMMUNE DJIGOUERA ;CSPS SEREKENI 
scHBpKzEtIw;Hauts Bassins;DS Orodara;Kangala;CSPS Kangala;aUt7Gw25HT0;HAUTS BASSINS ;DS ORODARA ;COMMUNE KANGALA ;CSPS KANGALA 
YsqaWzA70FT;Hauts Bassins;DS Orodara;Kangala;CSPS Kotoura;MxXdUttcjhq;HAUTS BASSINS ;DS ORODARA ;COMMUNE KANGALA ;CSPS KOTOURA 
ptDfwjEvimh;Hauts Bassins;DS Orodara;Kangala;CSPS Lanfiera;GDBB9xoGkcd;HAUTS BASSINS ;DS ORODARA ;COMMUNE KANGALA ;CSPS LANFIERA 
jNgBsZW2gaW;Hauts Bassins;DS Orodara;Kangala;CSPS Mahon;E2g9RTeSlLn;HAUTS BASSINS ;DS ORODARA ;COMMUNE KANGALA ;CSPS MAHON 
HBOhTpfCfjc;Hauts Bassins;DS Orodara;Kangala;CSPS Ouolonkoto;Me1IPvqiRWD;HAUTS BASSINS ;DS ORODARA ;COMMUNE KANGALA ;CSPS OUOLONKOTO 
HTGAuJChPh6;Hauts Bassins;DS Orodara;Kangala;CSPS Sayaga;U0z1LB6UNOk;HAUTS BASSINS ;DS ORODARA ;COMMUNE KANGALA ;CSPS SAYAGA 
AqJZbQij5Jm;Hauts Bassins;DS Orodara;Kangala;CSPS Sokouraba;NjYcma7Kfoq;HAUTS BASSINS ;DS ORODARA ;COMMUNE KANGALA ;CSPS SOKOURABA 
tfcg41Zr6vZ;Hauts Bassins;DS Orodara;Koloko;CSPS Kologo;VV15ItSZfzr;HAUTS BASSINS ;DS ORODARA ;COMMUNE KOLOKO ;CM KOLOGO 
Fe9EQYQ4bjU;Hauts Bassins;DS Orodara;Koloko;CSPS Sifarasso;JqkHASHX1pW;HAUTS BASSINS ;DS ORODARA ;COMMUNE KOLOKO ;CSPS SIFARASSO 
q0BhowhFuXD;Hauts Bassins;DS Orodara;Koloko;CSPS Sokoroni;QeDBLmPMZCF;HAUTS BASSINS ;DS ORODARA ;COMMUNE KOLOKO ;CSPS SOKORONI 
OA2GuPof0G3;Hauts Bassins;DS Orodara;Koloko;CSPS Zitonosso;amChvSK2C7N;HAUTS BASSINS ;DS ORODARA ;COMMUNE KOLOKO ;CSPS ZITONOSSO 
fvPBPiOgng9;Hauts Bassins;DS Orodara;Kourinion;CSPS Badara ;Dw6sy8IYtD6;HAUTS BASSINS ;DS ORODARA ;COMMUNE KOURINION ;CSPS BADARA 
T1FXYqkWHzE;Hauts Bassins;DS Orodara;Kourinion;CSPS Banflagoue;Ie2GJBR1Ng2;HAUTS BASSINS ;DS ORODARA ;COMMUNE KOURINION ;CSPS BANFLAGOUE 
IfkoxsHulal;Hauts Bassins;DS Orodara;Kourinion;CSPS Guena;SiAS8pVtzPk;HAUTS BASSINS ;DS ORODARA ;COMMUNE KOURINION ;CSPS GUENA 
QklGf61cZcq;Hauts Bassins;DS Orodara;Kourinion;CSPS Kourinions;VCcSeAxBY4G;HAUTS BASSINS ;DS ORODARA ;COMMUNE KOURINION ;CSPS KOURINION 
WAVZJ6CwtXE;Hauts Bassins;DS Orodara;Kourinion;CSPS Sidi;N9HinfJgHyN;HAUTS BASSINS ;DS ORODARA ;COMMUNE KOURINION ;CSPS SIDI 
fn7Ox2xJWpa;Hauts Bassins;DS Orodara;Orodara;CMA Orodara;BeIUrfoaeSu;HAUTS BASSINS ;DS ORODARA ;COMMUNE ORODARA ;CMA ORODARA 
OJfAh5VeDtz;Hauts Bassins;DS Orodara;Orodara;CSPS Bandougou;dEe4wTk3oh2;HAUTS BASSINS ;DS ORODARA ;COMMUNE ORODARA ;CSPS BANDOUGOU 
LFyWMmtc2lW;Hauts Bassins;DS Orodara;Orodara;CSPS Central;NkaL5Arydp0;HAUTS BASSINS ;DS ORODARA ;COMMUNE ORODARA ;CSPS CENTRAL 
w5wn6DRtEZ1;Hauts Bassins;DS Orodara;Orodara;CSPS de Urbain Orodara ;EYP70CF95kW;HAUTS BASSINS ;DS ORODARA ;COMMUNE ORODARA ;CSPS URBAIN ORODARA 
fXxckfDa8Po;Hauts Bassins;DS Orodara;Orodara;CSPS Dieri;JttZaeKhKhk;HAUTS BASSINS ;DS ORODARA ;COMMUNE ORODARA ;CSPS DIERI 
ulkS0S4bmYT;Hauts Bassins;DS Orodara;Orodara;CSPS Tin;kTZy9t3Y1ox;HAUTS BASSINS ;DS ORODARA ;COMMUNE ORODARA ;CSPS TIN 
ppMCcp0d1bG;Hauts Bassins;DS Orodara;Samogohiri;CSPS Samogohiri;yg9qRtMUm6J;HAUTS BASSINS ;DS ORODARA ;COMMUNE SAMOGOHIRI ;CSPS SAMOGOHIRI 
nuViCZjIoe5;Hauts Bassins;DS Orodara;Samogohiri;CSPS Saraba;QpfGNSvHhqF;HAUTS BASSINS ;DS ORODARA ;COMMUNE SAMOGOHIRI ;CSPS SARABA 
bQb3KMaECrL;Hauts Bassins;DS Orodara;Samorogouan;CSPS Karna;FYgmh39mXQ3;HAUTS BASSINS ;DS ORODARA ;COMMUNE SAMOROGOUAN ;CSPS KARNA 
et4iA22NEGP;Hauts Bassins;DS Orodara;Samorogouan;CSPS Kongolikoro;wvfi3IzU5W2;HAUTS BASSINS ;DS ORODARA ;COMMUNE SAMOROGOUAN ;CSPS KONGOLIKORO 
edtBCZcftgF;Hauts Bassins;DS Orodara;Samorogouan;CSPS Samorogouan;VPQeDdrGHmP;HAUTS BASSINS ;DS ORODARA ;COMMUNE SAMOROGOUAN ;CSPS SAMOROGOUAN 
IphSw8LmJcA;Hauts Bassins;DS Orodara;Samorogouan;CSPS Sikorla;Eqlxdz3fDUK;HAUTS BASSINS ;DS ORODARA ;COMMUNE SAMOROGOUAN ;CSPS SIKORLA 
yR4gvytB02W;Hauts Bassins;DS Orodara;Samorogouan;CSPS Soungalobougou;bgqmmJPVpNV;HAUTS BASSINS ;DS ORODARA ;COMMUNE SAMOROGOUAN ;CSPS SOUNGALOBOUGOU 
mdQ0pXLe8JG;Hauts Bassins;DS Orodara;Sindo;CSPS Bleni;VknOxxaVHqu;HAUTS BASSINS ;DS ORODARA ;COMMUNE SINDO ;CSPS BLENI 
pu5pWKcgCiH;Hauts Bassins;DS Orodara;Sindo;CSPS Fignana;ILc1dHvBcAj;HAUTS BASSINS ;DS ORODARA ;COMMUNE SINDO ;CSPS FIGNANA 
d7y8KqsRpeG;Hauts Bassins;DS Orodara;Sindo;CSPS N'gorlani;srbsUjJCPmv;HAUTS BASSINS ;DS ORODARA ;COMMUNE SINDO ;CSPS N'GORLANI 
fsjDhj2spmZ;Hauts Bassins;DS Orodara;Sindo;CSPS Niamana;x0smGIsdYTF;HAUTS BASSINS ;DS ORODARA ;COMMUNE SINDO ;CSPS NIAMANA 
H4PuXJ4T2OK;Hauts Bassins;DS Orodara;Sindo;CSPS Sindo (DS Orodara);Cbn0rZtBLR1;HAUTS BASSINS ;DS ORODARA ;COMMUNE SINDO ;CSPS SINDO 
PHLce1YvM6f;Nord;DS Gourcy;Bassi;CSPS Bassi;IGqUi6EjHll;NORD ;DS GOURCY ;COMMUNE BASSI ;CSPS BASSI 
fVhf0PQ0DN5;Nord;DS Gourcy;Bassi;CSPS Guiri Guiri;k9J9OkHUpXt;NORD ;DS GOURCY ;COMMUNE BASSI ;CSPS GUIRI GUIRI 
emMvqQsYPiQ;Nord;DS Gourcy;Bassi;CSPS Keneko;U7H2Jw2l25J;NORD ;DS GOURCY ;COMMUNE BASSI ;CSPS KENEKO 
YLcfboNeHqI;Nord;DS Gourcy;Bassi;CSPS Kera Douré;Z6gjXRBkHkn;NORD ;DS GOURCY ;COMMUNE BASSI ;CSPS KERA DOURE 
ano3Lghg3rl;Nord;DS Gourcy;Bassi;CSPS Pella (DS Gourcy);iV4eizHIi5x;NORD ;DS GOURCY ;COMMUNE BASSI ;CSPS PELLA (DS GOURCY) 
CrJuhmSaxwg;Nord;DS Gourcy;Bassi;CSPS Rondolga;JhFkiodAAsM;NORD ;DS GOURCY ;COMMUNE BASSI ;CSPS RONDOLA 
wTYsD9Jg3rB;Nord;DS Gourcy;Bassi;CSPS Saye;DrCTWhoPXzK;NORD ;DS GOURCY ;COMMUNE BASSI ;CSPS SAYE 
rhBqBzgQK8h;Nord;DS Gourcy;Bassi;CSPS Tougouya Koko;Gj6my8zl8TQ;NORD ;DS GOURCY ;COMMUNE BASSI ;CSPS TOUGOUYA KOKO 
P1TeL4bgYmA;Nord;DS Gourcy;Bassi;Dispensaire Taslima;HEKT7Vyne0E;NORD ;DS GOURCY ;COMMUNE BASSI ;DISPENSAIRE TASLIMA 
QAJeXdjFc0w;Nord;DS Gourcy;Boussou;CSPS Bangassé;OkjSpH13Ohr;NORD ;DS GOURCY ;COMMUNE BOUSSOU ;CSPS BANGASSE 
i9mfrGTmGsn;Nord;DS Gourcy;Boussou;CSPS Boussou;zhGYkEiAz75;NORD ;DS GOURCY ;COMMUNE BOUSSOU ;CSPS BOUSSOU 
TPoi2Pmz22D;Nord;DS Gourcy;Boussou;CSPS Kirikodogo;qm2jYGyalN1;NORD ;DS GOURCY ;COMMUNE BOUSSOU ;CSPS KIRIKODOGO 
mH3dd2lNqUX;Nord;DS Gourcy;Boussou;CSPS Pallé;XuQQ9gXD5DT;NORD ;DS GOURCY ;COMMUNE BOUSSOU ;CSPS PALLE 
pX5fkb0zqLs;Nord;DS Gourcy;Boussou;CSPS Posso;ybwy5CkhmEf;NORD ;DS GOURCY ;COMMUNE BOUSSOU ;CSPS POSSO 
Xylpkpgwcgb;Nord;DS Gourcy;Boussou;CSPS Tamounouma;Wgs88OHlOfq;NORD ;DS GOURCY ;COMMUNE BOUSSOU ;CSPS TAMOUNOUMA 
ioS3mksewTA;Nord;DS Gourcy;Gourcy;CMA Gourcy;X8wGG7DQhyT;NORD ;DS GOURCY ;COMMUNE GOURCY ;CMA GOURCY 
QRgq6ck6LOA;Nord;DS Gourcy;Gourcy;CSPS Bougounam;Hw0GNW6rU4d;NORD ;DS GOURCY ;COMMUNE GOURCY ;CSPS BOUGOUNAM 
egBzDZy8h5M;Nord;DS Gourcy;Gourcy;CSPS Kasba Samo;KEgEIVTIlgz;NORD ;DS GOURCY ;COMMUNE GOURCY ;CSPS KASBA SAMO 
ZmLkdmfBtwq;Nord;DS Gourcy;Gourcy;CSPS Kibilo;YWtjy2NJmX5;NORD ;DS GOURCY ;COMMUNE GOURCY ;CSPS KIBILO 
WrWjJlVqxKv;Nord;DS Gourcy;Gourcy;CSPS Kontigué;JZWtb7PVzV8;NORD ;DS GOURCY ;COMMUNE GOURCY ;CSPS KONTIGUE 
DqugDTQ5Ho4;Nord;DS Gourcy;Gourcy;CSPS Koundouba;izokBsLdX2t;NORD ;DS GOURCY ;COMMUNE GOURCY ;CSPS KOUNDOUBA 
YsuEkXJcgYo;Nord;DS Gourcy;Gourcy;CSPS Lago;zSOSxM8mLrK;NORD ;DS GOURCY ;COMMUNE GOURCY ;CSPS LAGO 
aamlEVD39sE;Nord;DS Gourcy;Gourcy;CSPS Mako;zx7QvStBUYy;NORD ;DS GOURCY ;COMMUNE GOURCY ;CSPS MAKO 
kyWCiZOb7ZQ;Nord;DS Gourcy;Gourcy;CSPS Minima Doure;Bn9z3PbF1a1;NORD ;DS GOURCY ;COMMUNE GOURCY ;CSPS MINIMA DOURE 
AMAp8L0xFTy;Nord;DS Gourcy;Gourcy;CSPS Moundian;qLycuzvykbL;NORD ;DS GOURCY ;COMMUNE GOURCY ;CSPS MOUNDIAN 
FnR8WhjY1PL;Nord;DS Gourcy;Gourcy;CSPS Niessega;yE5UCgtZUDw;NORD ;DS GOURCY ;COMMUNE GOURCY ;CSPS NIESSEGA 
uJ1HgxzyVX3;Nord;DS Gourcy;Gourcy;CSPS Ranaoua;uw2WzgLz15z;NORD ;DS GOURCY ;COMMUNE GOURCY ;CSPS RANAOUA 
u9mJmNvKBoe;Nord;DS Gourcy;Gourcy;CSPS Tangaye (DS Gourcy);m4I9IWTu6oo;NORD ;DS GOURCY ;COMMUNE GOURCY ;CSPS TANGAYE DS GOURCY 
ICO5cZrU5JC;Nord;DS Gourcy;Gourcy;CSPS Tangloghin Baoghin;gY8mLnCaZM5;NORD ;DS GOURCY ;COMMUNE GOURCY ;CSPS TANGLOGHIN BAOGHIN 
RlUw7q5Q8q4;Nord;DS Gourcy;Gourcy;CSPS Urbain Gourcy;d2HET6L9IAN;NORD ;DS GOURCY ;COMMUNE GOURCY ;CSPS URBAIN GOURCY 
GHkFWJbKdBK;Nord;DS Gourcy;Gourcy;CSPS Zindinguessé;NjC1j40uGEm;NORD ;DS GOURCY ;COMMUNE GOURCY ;CSPS ZINDINGUESSE 
qb6p3BQXzyQ;Nord;DS Gourcy;Leba;CSPS Guesséré;ItOPZ9i05av;NORD ;DS GOURCY ;COMMUNE LEBA ;CSPS GUESSERE 
H5gFMcg9mxI;Nord;DS Gourcy;Leba;CSPS Leba;Wk2CWuoM3wh;NORD ;DS GOURCY ;COMMUNE LEBA ;CSPS LEBA 
Qqqf18Drr0R;Nord;DS Gourcy;Leba;CSPS Masbore;HMAbw3c2dzP;NORD ;DS GOURCY ;COMMUNE LEBA ;CSPS MASBORE 
e9xXveCiW5h;Nord;DS Gourcy;Leba;Dispensaire Sanh;nNGmwNFaNE4;NORD ;DS GOURCY ;COMMUNE LEBA ;DISPENSAIRE SANH 
EpD79WEA2Am;Nord;DS Gourcy;Tougo;CSPS Baskorma;Tm7z4Hxt1pQ;NORD ;DS GOURCY ;COMMUNE TOUGO ;CSPS BASCORMA 
N3Fxt7CgQSG;Nord;DS Gourcy;Tougo;CSPS Kindibo;ql2cqvbHzd9;NORD ;DS GOURCY ;COMMUNE TOUGO ;CSPS KINDIBO 
dhmCmJ4EoNl;Nord;DS Gourcy;Tougo;CSPS Ridimbo;WTGGrFJu2uq;NORD ;DS GOURCY ;COMMUNE TOUGO ;CSPS RIDIMBO 
usu1k4jR9pJ;Nord;DS Gourcy;Tougo;CSPS Rikiba;r6gnytTbISu;NORD ;DS GOURCY ;COMMUNE TOUGO ;CSPS RIKIBA 
q2eLooZ0QLm;Nord;DS Gourcy;Tougo;CSPS Roba;Eu4Gz89iGuv;NORD ;DS GOURCY ;COMMUNE TOUGO ;CSPS ROBA 
MQDwtkfImew;Nord;DS Gourcy;Tougo;CSPS Tougo;rFHaFQymQLp;NORD ;DS GOURCY ;COMMUNE TOUGO ;CSPS TOUGO 
jkr6uHsQHh0;Nord;DS Gourcy;Tougo;CSPS Zondoma;awFStn40Fcl;NORD ;DS GOURCY ;COMMUNE TOUGO ;CSPS ZONDOMA 
iaRGC1wLZhD;Nord;DS Ouahigouya;Namissiguima(Yat);CSPS Dombre;lwuS5UcjjyU;NORD ;DS OUAHIGOUYA ;COMMUNE NAMISSIGUIMA ;CSPS DOMBRE 
MeMYZb3RjpJ;Nord;DS Ouahigouya;Namissiguima(Yat);CSPS Kononga;fQD2UvLmkU2;NORD ;DS OUAHIGOUYA ;COMMUNE NAMISSIGUIMA ;CSPS KONONGA 
aHEKphI7XhA;Nord;DS Ouahigouya;Namissiguima(Yat);CSPS Koumbane;C6Mu6u8qulE;NORD ;DS OUAHIGOUYA ;COMMUNE NAMISSIGUIMA ;CSPS KOUMBANE 
ne30HXUMOzI;Nord;DS Ouahigouya;Namissiguima(Yat);CSPS Mogombouli;BEzfRGKMxpK;NORD ;DS OUAHIGOUYA ;COMMUNE NAMISSIGUIMA ;CSPS MOGOMBOULI 
mn45X721crn;Nord;DS Ouahigouya;Namissiguima(Yat);CSPS Namissiguima (DS Ouahigouya);MHuJHLDxxb9;NORD ;DS OUAHIGOUYA ;COMMUNE NAMISSIGUIMA ;CSPS NAMISSIGUIMA (DS OUAHIGOUYA) 
jiJWh1X0kMJ;Nord;DS Ouahigouya;Namissiguima(Yat);CSPS Slogom;DSctjMD6Me5;NORD ;DS OUAHIGOUYA ;COMMUNE NAMISSIGUIMA ;CSPS SLOGOM 
JWhFopbzbUW;Nord;DS Ouahigouya;Namissiguima(Yat);CSPS Tougou;phTNAYfUKZn;NORD ;DS OUAHIGOUYA ;COMMUNE NAMISSIGUIMA ;CSPS TOUGOU 
eVPO9yf6OUL;Nord;DS Ouahigouya;Ouahigouya;Cabinet de Soins Infirmier Elzo;nyaIXv5QNA5;NORD ;DS OUAHIGOUYA ;COMMUNE OUAHIGOUYA ;CABINET DE SOINS INFIRMIER ELZO 
gvEYGfJpVuu;Nord;DS Ouahigouya;Ouahigouya;Cabinet de Soins Infirmier Ganamé;nKRB7OBS0k2;NORD ;DS OUAHIGOUYA ;COMMUNE OUAHIGOUYA ;CABINET DE SOINS INFIRMIER GANAME 
X8901VxSqz0;Nord;DS Ouahigouya;Ouahigouya;Cabinet de Soins Infirmier Tegawende;HNdLPfMFFIn;NORD ;DS OUAHIGOUYA ;COMMUNE OUAHIGOUYA ;CABINET DE SOINS INFIRMIER TEGAWENDE 
V7obR3SK6dU;Nord;DS Ouahigouya;Ouahigouya;Centre Ammie;mfpQRtJ21ra;NORD ;DS OUAHIGOUYA ;COMMUNE OUAHIGOUYA ;CENTRE AMMIE 
wxEWmz81LCg;Nord;DS Ouahigouya;Ouahigouya;Centre médical communautaire (CMCO);O01DZ7FqWwi;NORD ;DS OUAHIGOUYA ;COMMUNE OUAHIGOUYA ;CENTRE MEDICAL COMMUNAUTAIRE 
Ykx41Lqa7wt;Nord;DS Ouahigouya;Ouahigouya;Centre Medical Persis;a1S98TGwtqb;NORD ;DS OUAHIGOUYA ;COMMUNE OUAHIGOUYA ;CENTRE MEDICAL PERSIS 
BiOxMqQzfFn;Nord;DS Ouahigouya;Ouahigouya;Clinique médical Kapoury;fklvuQDXITg;NORD ;DS OUAHIGOUYA ;COMMUNE OUAHIGOUYA ;CLINIQUE MEDICAL KAPOURY 
wNltt6HwMql;Nord;DS Ouahigouya;Ouahigouya;CM Lazaret;AdomcazVGOu;NORD ;DS OUAHIGOUYA ;COMMUNE OUAHIGOUYA ;CM LAZARET 
WV5SvM21Y8z;Nord;DS Ouahigouya;Ouahigouya;CREN Inter-Vida;bdyoddBIGY4;NORD ;DS OUAHIGOUYA ;COMMUNE OUAHIGOUYA ;CREN INTER VIDA 
YSpV0ocY6Vi;Nord;DS Ouahigouya;Ouahigouya;CSI SOS Enfant;sZSZrslnHFG;NORD ;DS OUAHIGOUYA ;COMMUNE OUAHIGOUYA ;CSI SOS ENFANT 
ETRDQ4NFWEP;Nord;DS Ouahigouya;Ouahigouya;CSPS Aorema;BuSDrID2f2V;NORD ;DS OUAHIGOUYA ;COMMUNE OUAHIGOUYA ;CSPS AOREMA 
vI4Y7X9V0bU;Nord;DS Ouahigouya;Ouahigouya;CSPS Bembla;hWy5ex4q8NM;NORD ;DS OUAHIGOUYA ;COMMUNE OUAHIGOUYA ;CSPS BEMBLA 
S4oS6r6X1F9;Nord;DS Ouahigouya;Ouahigouya;CSPS Bingo;R2c2CyL640v;NORD ;DS OUAHIGOUYA ;COMMUNE OUAHIGOUYA ;CSPS BINGO 
mlYRHKYUaBC;Nord;DS Ouahigouya;Ouahigouya;CSPS Bissiguin;UQKhwS0KWn9;NORD ;DS OUAHIGOUYA ;COMMUNE OUAHIGOUYA ;CSPS BISSIGUIN DS OHG 
pBeb1ASc86l;Nord;DS Ouahigouya;Ouahigouya;CSPS Bogoya;ONtEhWEBLTP;NORD ;DS OUAHIGOUYA ;COMMUNE OUAHIGOUYA ;CSPS BOGOYA 
wrQbJj72pcI;Nord;DS Ouahigouya;Ouahigouya;CSPS Gondolgo;oCB5i5xjB5z;NORD ;DS OUAHIGOUYA ;COMMUNE OUAHIGOUYA ;CSPS GONDOLGO 
